Name,Prompt URL,Description,Prompt Tags,Type,Created time
C-Suite Resume Trends,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/c-suite_resume_trends.md,"Summarize current trends in C-Suite resumes including design, content, and digital multimedia usage, along with regional variations and practical tips for enhancement.","Career Advice, Leadership, Resume",text,"January 6, 2025 8:01 AM"
Crafting Your Dating Story,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/crafting_your_dating_story.md,"Create a comprehensive guide to help me craft a story about my journey in the dating scene, focusing on the lessons I've learned, including structure, character development, themes, tone, writing techniques, and reflection. The guide should also provide advice on seeking feedback and revising for clarity and impact.","Relationships, Self-Improvement, Story Writing",text,"January 6, 2025 8:01 AM"
Analyze Article Quality,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_article_quality.md,"Review the article 'Strategies for Enhancing Thought Leadership on LinkedIn in 2025' for professionalism and quality, comparing it to renowned sources. Provide actionable feedback for improvements in clarity, engagement, and value.","Feedback, LinkedIn, Writing",text,"January 6, 2025 8:01 AM"
Create Marketing Strategy for DJ,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_marketing_strategy_for_dj.md,"Create a comprehensive action plan and marketing strategy for a DJ/producer to revitalize their career, including strategies for social media, community building, marketing budget, and career goals. The plan should encompass actionable steps, timelines, and helpful resources to achieve visibility, engagement, and performance objectives.","Career Advice, Marketing, Music",text,"January 6, 2025 8:01 AM"
Enhance Business Strategy Using AI,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/enhance_business_strategy_using_ai.md,"Create a comprehensive strategy for improving a service-providing business by leveraging AI tools and digital marketing techniques. Focus areas include lead generation, SEO, Google Ads optimization, customer interaction automation, content marketing planning, and overall business growth through AI technology.","AI, Lead Generation, Marketing",text,"January 6, 2025 8:01 AM"
Stock And Options Trading Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Stock%20And%20Options%20Trading%20Guide.md,"Create a comprehensive guide on how to search for profitable stocks and utilize options trading effectively, explaining key analyses, stock evaluation metrics, options concepts, trading strategies, risk management, and continual learning resources.","Investment, Options Trading, Stocks",text,"January 6, 2025 8:01 AM"
Creating A Professional Resume,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/creating_a_professional_resume.md,"Create a comprehensive guide for crafting a professional resume, covering key components such as structure, detailed section guidance, customization, formatting, common mistakes, and recommended resources. Emphasize tailoring resumes for specific job applications and using relevant keywords effectively.","Career Advice, Job Search, Resume",text,"January 6, 2025 8:01 AM"
Start Tutoring Company,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/start_tutoring_company.md,"Edit guidance for starting a tutoring company, covering LLC setup, business planning, marketing strategies, and operational management. Provide resources and encourage a step-by-step approach to ensure growth and sustainability.","Entrepreneur, Market Research, Small Business",text,"January 6, 2025 8:01 AM"
ExecutiveAssistantEfficiencyGuide.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ExecutiveAssistantEfficiencyGuide.md,"Create a detailed guide on how to be more efficient as an Executive Assistant, outlining skills and tricks to enhance performance. Cover time management, organization, communication, technology, problem-solving, professional growth, and stress management techniques.","Career Advice, Productivity, Time Management",text,"January 6, 2025 8:01 AM"
Create Content Guidelines,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_content_guidelines.md,"Create content using AI techniques by defining its purpose, target audience, format, tone, key points, length, and call to action. Clarifying questions may be asked to ensure successful completion of the task.","Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Inbound Call Management Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/inbound_call_management_strategies.md,"Edit a comprehensive solution addressing issues with inbound calls in a busy business environment, focusing on root cause analysis, strategies to reduce abandoned calls, workflow optimization, technology recommendations, and best practices for performance monitoring.","Customer Support, Productivity, Technology",text,"January 6, 2025 8:01 AM"
Create Business Incubation System Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_business_incubation_system_guide.md,"Create a detailed guide for those without coding experience on developing a Business Incubation Management System to support entrepreneurs. Include essentials like system features, user-friendly tools, coding resources, development plans, challenges, and AI training for local languages.","AI, Coding, Startups",text,"January 6, 2025 8:01 AM"
Screenplay To Novel Adaptation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/screenplay_to_novel_adaptation.md,"Outline strategies for converting a screenplay into a novel, focusing on structure adaptation, character development, dialogue transformation, scene expansion, narrative voice, pacing, themes, audience engagement, and practical examples.","Books, Story Writing, Writing",text,"January 6, 2025 8:01 AM"
Summarize Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/summarize_prompt.md,Edit the request for more details to generate an adequate prompt. Clarify the insufficient information provided to assist in creating a ChatGPT prompt.,"Analyze Text, Chatbots, Content Creation",text,"January 6, 2025 8:01 AM"
Create E-Learning Training Manuals,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_e_learning_training_manuals.md,"Edit comprehensive training manuals and coaching protocols for e-learning courses, detailing course objectives, content structure, instructional materials, teaching strategies, assessments, technical requirements, coaching protocols, accessibility, and feedback systems. Tailor the recommendations for various course types to ensure clarity and effectiveness for both instructors and learners.","Coaching, Courses, Training",text,"January 6, 2025 8:01 AM"
Envision Your Dream Life,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/envision_your_dream_life.md,"Create a detailed and engaging prompt that encourages the user to envision their dream life, focusing on personal, professional, and lifestyle goals. Include questions regarding personal aspirations, professional goals, lifestyle preferences, financial objectives, health and well-being, and contributions to society.","Career Advice, Personal Finance, Self-Improvement",text,"January 6, 2025 8:01 AM"
Internal Audit Program Template.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Internal%20Audit%20Program%20Template.md,"Develop a comprehensive internal audit program template for banking, credit unions, or fintech that includes components such as risk control and testing procedures, with customization options. Create a proposal document for compliance and audit firms following industry practices, and design a method to hyperlink regulatory guidance along with concise process summaries and examples.","Audit, Banking, Compliance",text,"January 6, 2025 8:01 AM"
Write LinkedIn Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_linkedin_post.md,"Edit a detailed guide on establishing thought leadership on LinkedIn through viral posts, emphasizing actionable strategies for audience understanding, content creation, and engagement techniques. Include best practices for leveraging LinkedIn features and enhancing post visibility to maximize user interaction and reach.","Content Creation, LinkedIn, Personal Brand",text,"January 6, 2025 8:01 AM"
Summarize,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/summarize.md,"Edit note-taking strategies for political science reading materials, focusing on key concepts and summarization techniques. Include methods for scanning texts, identifying core themes, summarizing effectively, and organizing notes for review.","Politics, Research, Study Guides",text,"January 6, 2025 8:01 AM"
Analyze Text Behavior Patterns,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_text_behavior_patterns.md,"Analyze text messages over 5 years to identify condescension, bullying, or age discrimination. Suggest user-friendly techniques and ChatGPT features for efficient processing and accurate detection.","AI, Analyze Text, Data",text,"January 6, 2025 8:01 AM"
Optimize LinkedIn Ads,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/optimize_linkedin_ads.md,"Create a comprehensive guide for optimizing LinkedIn Ads focused on improving performance and conversion rates for Text Link Ads and Message Ads, including strategies, ad creatives, and best practices. Provide examples of ad visuals and copy that enhance engagement and drive conversions.","Ads, LinkedIn, Marketing",text,"January 6, 2025 8:01 AM"
Create Video Script for Real Estate.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Video%20Script%20for%20Real%20Estate,"Create a YouTube video script for a real estate listing presentation intended to achieve maximum viewer engagement and inquiries. The script should cover property details, financial metrics, market trends, risk management, and conclude with a strong call to action.","Investment, Real Estate, Video Script",text,"January 6, 2025 8:01 AM"
Supported Living Policy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Supported%20Living%20Policy.md,"Create a detailed and comprehensive policy for supported living in the UK, ensuring compliance with all relevant regulations and standards. The policy should cover various elements such as regulatory compliance, policy objectives, operational guidelines, and quality assurance.","Government, Health, Social Care",text,"January 6, 2025 8:01 AM"
Capture Thinkers Work,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/capture_thinkers_work.md,"Develop a comprehensive guide for creating a personal branding statistics database focused on thought leadership on LinkedIn, detailing steps for defining scope, researching data, organizing statistics, creating a database structure, and analyzing data trends. Ensure the gathered statistics are relevant, recent, and categorized effectively for insightful visualizations and reports.","Content Creation, LinkedIn, Personal Brand",text,"January 6, 2025 8:01 AM"
Create Video Presentation Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_video_presentation_plan.md,"Create a video presentation plan for World Seas Shipping Bahrain Company to enhance their social media advertising, including target audience, key messages, visual elements, call to action, and success metrics. The plan should be structured and creative to effectively boost the company's online presence.","Marketing, Presentation, Social Media",text,"January 6, 2025 8:01 AM"
Create Sales Tracker Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_sales_tracker_plan.md,"Edit a comprehensive sales tracker plan for an investment advisory team, focusing on monitoring sales performance across team members and financial asset categories. Include components such as sales differentiation, team performance tracking, client management, and visualization/report generation strategies.","Investment, Sales, Team Management",text,"January 6, 2025 8:01 AM"
Football Betting Prediction System,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/football_betting_prediction_system.md,"Create an AI-driven system for predicting online betting outcomes for football matches by integrating real-time and historical data, using machine learning algorithms, and developing mathematical models for higher accuracy. Implement a user-friendly interface with a feedback mechanism to continuously improve predictions based on user insights and past performance.","AI, Data, Feedback",text,"January 6, 2025 8:01 AM"
Create Comprehensive Unit Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_comprehensive_unit_plan.md,"Create a comprehensive unit plan for educators that includes an overview, detailed daily lesson plans with varied activities, assessments, and additional educator prompts to enhance learning and community involvement.","Assessment, Education, Lesson Planning",text,"January 6, 2025 8:01 AM"
Analyze Prose,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_prose.md,"Analyze a timeline of events presented in reverse chronological order, correcting grammatical errors and stylistic inconsistencies while enhancing clarity. Provide both original and edited versions for easy comparison.","Grammar Check, Proofreading, Writing",text,"January 6, 2025 8:01 AM"
Analyze Customer Service Interaction,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_customer_service_interaction.md,"Analyze a customer service ticket by evaluating the agent's performance, identifying strengths and weaknesses, and providing feedback for improvement. Consider alternative perspectives and innovative strategies to enhance future customer interactions.","Customer Support, Feedback, Self-Improvement",text,"January 6, 2025 8:01 AM"
Product Support Inquiry,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/product_support_inquiry.md,"Search a product database for a small medical products company to address customer inquiries effectively, focusing on determining suitable products and compatible replacement batteries. Provide clear, concise answers and solicit clarifying questions until confident in the task execution.","Customer Support, Data Extraction, Medical",text,"January 6, 2025 8:01 AM"
Provide Guidance,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/provide_guidance.md,"Edit legal advice in clear, accurate, and thorough steps, identifying the legal issue and offering a structured solution. Use plain language and include reputable sources for added support.","AI, Legal, Provide Guidance",text,"January 6, 2025 8:01 AM"
Create Technology Course Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_technology_course_outline.md,"Create an educational course outline for beginners in technology, covering computer basics, office software, AI concepts, and programming. Ensure student engagement with detailed lesson descriptions, activities, and assessments.","Coding, Courses, Technology",text,"January 6, 2025 8:01 AM"
Create Unique Video Topics,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_unique_video_topics.md,"Generate a list of creative and attention-grabbing video topics that utilize unconventional comparisons and have a strong hook, all while ensuring brevity and impact suitable for short video formats.","Brainstorm, Content Creation, Video Script",text,"January 6, 2025 8:01 AM"
Restaurant Search App Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/restaurant_search_app_plan.md,"Develop a mobile app that allows users to search for restaurants by city, with features like cuisine filtering, price range, review prioritization, and a user-friendly interface. Address data integration, technical requirements, user privacy, and best practices for data accuracy throughout the development process.","App Development, Software, Technology",text,"January 6, 2025 8:01 AM"
Credit Card Management Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/credit_card_management_guide.md,"Edit the prompt to create a comprehensive response to help users manage their credit card debt, use cards responsibly, and maintain a good credit score while selecting the right card for their needs. Include strategies for monitoring accounts, budgeting, and preventing fraud.","Budgeting, Credit Management, Personal Finance",text,"January 6, 2025 8:01 AM"
Bird And Insect Identification Course.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Bird%20And%20Insect%20Identification%20Course.md,"Create a detailed lesson plan outline for an online bird and insect identification course designed to connect students with local wildlife, spark curiosity, and build observation skills. The outline should cover course structure, field trips, and expected outcomes, ensuring an engaging and educational experience.","Animals, Biology, Courses",text,"January 6, 2025 8:01 AM"
Write Article Compliant with FTC.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Write%20Article%20Compliant%20with%20FTC,"Create an article that complies with FTC laws, tailored for a specific target publication from a provided list. Ensure the content is credible and well-structured, with expert quotes and adherence to journalistic standards.","Legal, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Create Muscle Car Video Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_muscle_car_video_prompt.md,"Create a prompt for a video showcasing a muscle car, emphasizing details like camera movement, angles, and lighting. Focus on specific scenes that highlight the car's power and aesthetics.","Photography Tips, Video Script, Visualizations",text,"January 6, 2025 8:01 AM"
Create Ikigai Guide.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Ikigai%20Guide,"Create a detailed guide on developing a downloadable guide using the theory of Ikigai and the double diamond model from design thinking, including explanations, content structuring for paid and free guides, platform evaluation, design tips, and marketing strategies.","Coaching, Content Creation, Marketing",text,"January 6, 2025 8:01 AM"
Kids Event Planning,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/kids_event_planning.md,"Plan a fun, engaging, and culturally enriching event for kids aged 5-12 at AGBU Toronto, including diverse activities, budget considerations, marketing strategies, a monthly schedule, and safety measures.","Childcare, Culture, Event Planning",text,"January 6, 2025 8:01 AM"
Create Presentation Content Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_presentation_content_outline.md,"Create a comprehensive and professional presentation content outline by incorporating information from multiple documents, focusing on detailed and engaging content structure. Organize the presentation into clearly defined sections while highlighting the company’s strengths and ensuring clarity through collaboration and feedback.","Collaboration, Content Creation, Presentation",text,"January 6, 2025 8:01 AM"
Extract Wisdom,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_wisdom.md,"Extract distinct business ideas, improvements, and significant insights from a lengthy ChatGPT conversation exported as markdown. Present the findings clearly and concisely for review and potential AI training use.","Analyze Text, Business Plan, Startups",text,"January 6, 2025 8:01 AM"
Edit Comic Effectively,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/edit_comic_effectively.md,"Edit the comic by identifying its overall theme and tone, analyzing character development, reviewing dialogue, assessing pacing and structure, evaluating visual storytelling, ensuring consistency, and proofreading for errors. Provide constructive and actionable feedback throughout the editing process.","Art, Feedback, Writing",text,"January 6, 2025 8:01 AM"
Create Email Template for Leaders,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_email_template_for_leaders.md,"Create an email template for senior leaders that is clear and focused on driving business growth by targeting high-value customers and products. The email should include a compelling subject line, brief introduction, key points in bullet form, and a call-to-action, maintaining a professional tone throughout.","Email, Entrepreneur, Leadership",text,"January 6, 2025 8:01 AM"
Website Evaluation for Public Speaking,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/website_evaluation_public_speaking.md,"Evaluate a public speaking website for SEO optimization, advertising activity tracking, and ROI reporting for marketing campaigns. Provide a comprehensive analysis by considering key SEO aspects, tracking tools, and mechanisms for correlating leads or sales to specific marketing efforts.","Marketing, Public Speaking, SEO",text,"January 6, 2025 8:01 AM"
Analyze Personality,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_personality.md,"Identify and research AI tools that analyze video interviews on platforms like Zoom and Google Meet to assess characteristics and suitability for job vacancies. Discuss the features, capabilities, limitations, ethical considerations, best practices, and alternative approaches for incorporating AI in the recruitment process.","AI, HR, Job Interview",text,"January 6, 2025 8:01 AM"
AI Editing ESL Courses,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ai_editing_esl_courses.md,"Create a comprehensive guide for how AI can assist with updating and editing ESL PDF courses effectively, covering PDF analysis, content restructuring, image modification, and automation. Explore AI tools and techniques to enhance the educational material's engagement and clarity.","AI, Content Creation, Courses",text,"January 6, 2025 8:01 AM"
Improve Fable Structure,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_fable_structure.md,"Edit the provided fable for clarity, grammar, tone, character development, and moral clarity while suggesting creative enhancements. Summarize the main changes and their intended impact on the story.","Analyze Text, Story Writing, Writing",text,"January 6, 2025 8:01 AM"
Avoiding Problematic Words,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/avoiding_problematic_words.md,"Create a comprehensive list of words to avoid in content creation, including overly complex jargon, buzzwords, insensitive language, and ambiguous expressions. Provide insights on why each word should be avoided and suggest more effective alternatives.","Communication, Content Creation, Writing",text,"January 6, 2025 8:01 AM"
Interview Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/interview_strategies.md,"Prepare for a meeting with the director of World Seas Shipping Services by researching the company's objectives, culture, and industry trends, while effectively presenting your skills. Develop questions to demonstrate your interest, ensure a positive impression, and address potential weaknesses in your background.","Career Advice, Job Interview, Networking",text,"January 6, 2025 8:01 AM"
InstagramAIReelsStrategy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/InstagramAIReelsStrategy.md,"Create a strategy for using AI to generate engaging Instagram reels focused on fitness and body confidence, covering content ideas, target audience, AI tools, trends, branding, and success metrics. Emphasize audience engagement, content personalization, and effective posting strategies.","AI, Fitness, Instagram",text,"January 6, 2025 8:01 AM"
Create TikTok Strategy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_tiktok_strategy.md,"Develop a strategy for utilizing AI to create engaging TikTok videos inspired by Wikipedia articles, focusing on content selection, target audience engagement, and effective AI tools. Include recommendations on trends, branding, success measurement, and audience personalization.","AI, Content Creation, TikTok",text,"January 6, 2025 8:01 AM"
Organizational Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/organizational_strategies.md,"Summarize various organizational strategies to improve team and company efficiency, including tools for task management, workspace organization, and communication flow. Also, provide best practices for maintaining an organized system with periodic reviews.","Productivity, Team Management, Time Management",text,"January 6, 2025 8:01 AM"
Automation In Fintech Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/automation_in_fintech_overview.md,"Edit a detailed overview of automation in Fintech focusing on payment systems in Africa, addressing the current state, challenges, technologies, and integration with banking systems. Include strategies for minimizing transaction costs and examples of successful automation implementations.","Automation, Fintech, Payment Systems",text,"January 6, 2025 8:01 AM"
Create Academic Paper,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_academic_paper.md,"Generate a high-quality assignment based on a case study for a master's degree, ensuring it follows specific structural and content guidelines. Incorporate critical analysis, relevant theories, placeholder citations, and maintain formal academic language.","Research, Students, Writing",text,"January 6, 2025 8:01 AM"
Conservation Project Analysis,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/conservation_project_analysis.md,"Analyze the project report on the Conservation, Community and Biodiversity (CCB) Project by evaluating its conservation strategies, community engagement, and biodiversity impact, while providing detailed assessments and actionable recommendations in these areas.","Biology, Eco Travel, Research",text,"January 6, 2025 8:01 AM"
Brainstorm Ideas Customer Pain,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/brainstorm_ideas_customer_pain.md,"Identify significant human insights relevant to the brand and address consumer problems using the 'Five Whys' methodology, ultimately expressing these insights as human tensions in the first person. Engage in a step-by-step process of asking clarifying questions to thoroughly explore consumer needs.","Consumer Insights, Market Research, Marketing",text,"January 6, 2025 8:01 AM"
Extract Study Material,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/extract_study_material.md,"Extract all relevant information from a provided text, creating well-organized and thorough notes specifically useful for college students. Ensure clarity, detail, and accuracy in facilitating understanding and retention, while confirming completeness through a review process.","Data Extraction, Students, Study Guides",text,"January 6, 2025 8:01 AM"
Signal Analysis Curriculum,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/signal_analysis_curriculum.md,"Create a comprehensive curriculum for a full signal analysis course that includes beginner to expert level topics, detailed course structure, resources, evaluation methods, and career opportunities in signal analysis.","Courses, Science, Technology",text,"January 6, 2025 8:01 AM"
Create Microstock Video Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_microstock_video_guide.md,"Create a comprehensive guide for generating high-quality microstock videos, covering market understanding, topic selection, production tips, technical specifications, submission processes, and promotional strategies. Conclude with a checklist summarizing key points.","Content Creation, Marketing, Video Script",text,"January 6, 2025 8:01 AM"
Create Book Idea.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Book%20Idea.md,"Create a fictional book idea by specifying genre, setting, characters, plot outline, unique elements, target audience, and moral message. This process facilitates the development of a coherent and engaging narrative tailored to your vision.","Books, Brainstorm, Story Writing",text,"January 6, 2025 8:01 AM"
Prepare And File Appeal Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/prepare_and_file_appeal_guide.md,"Draft a comprehensive guide for preparing and filing an appeal as a pro se litigant in Appellate Court, covering the appellate process, structuring the brief, researching case laws, drafting tips, filing procedures, and self-representation considerations.","Legal, Self-Improvement, Writing",text,"January 6, 2025 8:01 AM"
Mathematics Lesson Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/mathematics_lesson_plan.md,"Create a detailed lesson plan for teaching school-level mathematics that accommodates various student abilities and learning styles. Ensure to include diverse teaching methods, engaging strategies, and differentiation options for students with varying needs.","Math, School, Students",text,"January 6, 2025 8:01 AM"
Network Personal Ad,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/network_personal_ad.md,"Create a polished and engaging personal ad for networking and income generation, highlighting professional IT skills and personal interests. The ad aims to foster connections for collaboration and friendly networking with an inviting tone.","Career Advice, IT, Networking",text,"January 6, 2025 8:01 AM"
summarize_prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/summarize_prompt.md,Responding to a request not to assist showcases the limitations of the assistant. The rejection indicates boundaries of the supportive role.,"AI, Chatbots, Feedback",text,"January 6, 2025 8:01 AM"
Nursing Care Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/nursing_care_plan.md,"Create a nursing care plan following the ADPIE framework, detailing assessment, diagnosis, planning, implementation, and evaluation phases. Ensure practical interventions and a coherent flow throughout the plan.","Health, Medical, Nursing",text,"January 6, 2025 8:01 AM"
Digital Marketing Framework,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/digital_marketing_framework.md,"Create a detailed framework for launching a digital marketing program in the 'make money online' niche, covering target audience identification, value proposition, marketing strategies, content planning, platform selection, monetization models, performance metrics, budgeting, risk assessment, and case studies.","Affiliate Marketing, Entrepreneur, Marketing",text,"January 6, 2025 8:01 AM"
Create Cybersecurity Audit Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_cybersecurity_audit_guide.md,"Create a detailed guide to conducting cybersecurity audits focused on international frameworks like GDPR, NIST, and ISO 27001. The guide should cover key principles, compliance strategies, audit processes, and general audit principles for effective cybersecurity management.","Compliance, Cybersecurity, Training",text,"January 6, 2025 8:01 AM"
Create Video Prompts,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_video_prompts.md,"Edit a content idea into two detailed video prompts that are cinematic and realistic, adhering to specific cinematographic guidelines. Ensure the prompts encompass an array of elements like medium, subject, motion, scene, and aesthetics.","Content Creation, Photography Tips, Video Script",text,"January 6, 2025 8:01 AM"
UK Tax Consultancy Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/uk_tax_consultancy_guide.md,"Create a comprehensive guide for setting up a UK-based tax consultancy service using a custom ChatGPT model, including customization processes, training with UK-specific data, and relevant prompts. Address aspects of the consultancy service and ensure compliance with UK data privacy regulations.","Chatbots, Consultancy, Taxes",text,"January 6, 2025 8:01 AM"
Monthly Recurring Revenue Marketing,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/monthly_recurring_revenue_marketing.md,"Create a comprehensive digital marketing program focused on generating Monthly Recurring Revenue (MRR) by defining MRR and outlining key components, strategies, and tools for customer acquisition, retention, and performance optimization.","E-commerce, Lead Generation, Marketing",text,"January 6, 2025 8:01 AM"
Grant Application Support,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/grant_application_support.md,"Assist small nonprofits in finding, drafting, and proofreading grant applications, including strategies for grant searching and tips for effective writing. Leverage AI tools for guidance and content generation.","AI, Grant Writing, Nonprofit",text,"January 6, 2025 8:01 AM"
Digital Marketing Course Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/digital_marketing_course_outline.md,"Create a comprehensive outline for a digital marketing course focused on launching and automating an online business, covering various essential topics and providing actionable steps and best practices for learners.","Digital Marketing, E-commerce, Social Media",text,"January 6, 2025 8:01 AM"
Create Idea Compass,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_idea_compass.md,"Create an idea that can be adapted across various categories such as business, technology, and culture, detailing its application, benefits, challenges, and examples for each. The response should be innovative, practical, and comprehensive, ensuring clarity in its tailored use for each context.","Brainstorm, Culture, Technology",text,"January 6, 2025 8:01 AM"
Building Niche Websites Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/building_niche_websites_guide.md,"Create a comprehensive guide for building and ranking niche websites, focusing on the use of AI tools. The guide should cover identifying profitable niches, website features, effective AI prompts, SEO strategies, backlink methods, and recommended AI tools.","AI, SEO, Small Business",text,"January 6, 2025 8:01 AM"
Create API Specification,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_api_specification.md,"Create an API specification for a security risk escalation feature, including documentation of endpoints, payloads, error handling, and final evaluations. Follow a structured approach while considering Markdown for documentation and reviewing vulnerability management procedures.","API, Cybersecurity, Documentation",text,"January 6, 2025 8:01 AM"
Marcus Garvey's Black Women.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Marcus%20Garvey's%20Black%20Women,"Create an SEO-rich article emphasizing the importance of Black women in Marcus Garvey's movement by providing historical context, detailing their contributions, and analyzing their impact. Include citations, SEO best practices, a FAQs section, and a call to action while maintaining an engaging tone.","Culture, History, SEO",text,"January 6, 2025 8:01 AM"
Analyze Paper,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_paper.md,"Edit the article citation, summarizing the main findings, methodology, and conclusions with critical comments on strengths and weaknesses. Include a step-by-step guide for uploading a PDF file and conclude with recommendations for further reading.","Research, Science, Summary",text,"January 6, 2025 8:01 AM"
Finding Grants for Outdoor Businesses,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/finding_grants_for_outdoor_businesses.md,"Create a comprehensive guide for finding grants related to nature, camping, glamping, farming, and agriculture. Include details on types of grants, sources, eligibility criteria, application process, and additional resources.","Eco Travel, Entrepreneur, Small Business",text,"January 6, 2025 8:01 AM"
